Date,AMZN,BTC-USD,F
2023-12-15 00:00:00+00:00,149.97000122070312,41929.7578125,10.721802711486816
2023-12-16 00:00:00+00:00,,42240.1171875,
2023-12-17 00:00:00+00:00,,41364.6640625,
2023-12-18 00:00:00+00:00,154.07000732421875,42623.5390625,10.641522407531738
2023-12-19 00:00:00+00:00,153.7899932861328,42270.52734375,10.721802711486816
2023-12-20 00:00:00+00:00,152.1199951171875,43652.25,10.525564193725586
2023-12-21 00:00:00+00:00,153.83999633789062,43869.15234375,11.007241249084473
2023-12-22 00:00:00+00:00,153.4199981689453,43997.90234375,11.01616096496582
2023-12-23 00:00:00+00:00,,43739.54296875,
2023-12-24 00:00:00+00:00,,43016.1171875,
2023-12-25 00:00:00+00:00,,43613.140625,
2023-12-26 00:00:00+00:00,153.41000366210938,42520.40234375,11.105359077453613
2023-12-27 00:00:00+00:00,153.33999633789062,43442.85546875,11.051840782165527
2023-12-28 00:00:00+00:00,153.3800048828125,42627.85546875,11.007241249084473
2023-12-29 00:00:00+00:00,151.94000244140625,42099.40234375,10.87343978881836
2023-12-30 00:00:00+00:00,,42156.90234375,
2023-12-31 00:00:00+00:00,,42265.1875,
2024-01-01 00:00:00+00:00,,44167.33203125,
2024-01-02 00:00:00+00:00,149.92999267578125,44957.96875,10.846681594848633
2024-01-03 00:00:00+00:00,148.47000122070312,42848.17578125,10.445282936096191
2024-01-04 00:00:00+00:00,144.57000732421875,44179.921875,10.418523788452148
2024-01-05 00:00:00+00:00,145.24000549316406,44162.69140625,10.570162773132324
2024-01-06 00:00:00+00:00,,43989.1953125,
2024-01-07 00:00:00+00:00,,43943.09765625,
2024-01-08 00:00:00+00:00,149.10000610351562,46970.50390625,10.677202224731445
2024-01-09 00:00:00+00:00,151.3699951171875,46139.73046875,10.56124210357666
2024-01-10 00:00:00+00:00,153.72999572753906,46627.77734375,10.552321434020996
2024-01-11 00:00:00+00:00,155.17999267578125,46368.5859375,10.445282936096191
2024-01-12 00:00:00+00:00,154.6199951171875,42853.16796875,10.222283363342285
2024-01-13 00:00:00+00:00,,42842.3828125,
2024-01-14 00:00:00+00:00,,41796.26953125,
2024-01-15 00:00:00+00:00,,42511.96875,
2024-01-16 00:00:00+00:00,153.16000366210938,43154.9453125,10.222283363342285
2024-01-17 00:00:00+00:00,151.7100067138672,42742.65234375,10.052803039550781
2024-01-18 00:00:00+00:00,153.5,41262.05859375,9.803043365478516
2024-01-19 00:00:00+00:00,155.33999633789062,41618.40625,9.990364074707031
2024-01-20 00:00:00+00:00,,41665.5859375,
2024-01-21 00:00:00+00:00,,41545.78515625,
2024-01-22 00:00:00+00:00,154.77999877929688,39507.3671875,9.990364074707031
2024-01-23 00:00:00+00:00,156.02000427246094,39845.55078125,10.142003059387207
2024-01-24 00:00:00+00:00,156.8699951171875,40077.07421875,9.838725090026855
2024-01-25 00:00:00+00:00,157.75,39933.80859375,10.115243911743164
2024-01-26 00:00:00+00:00,159.1199951171875,41816.87109375,10.159843444824219
2024-01-27 00:00:00+00:00,,42120.0546875,
2024-01-28 00:00:00+00:00,,42035.59375,
2024-01-29 00:00:00+00:00,161.25999450683594,43288.24609375,10.302562713623047
2024-01-30 00:00:00+00:00,159.0,42952.609375,10.507722854614258
2024-01-31 00:00:00+00:00,155.1999969482422,42582.60546875,10.454202651977539
2024-02-01 00:00:00+00:00,159.27999877929688,43075.7734375,10.793161392211914
2024-02-02 00:00:00+00:00,171.80999755859375,43185.859375,10.828842163085938
2024-02-03 00:00:00+00:00,,42992.25,
2024-02-04 00:00:00+00:00,,42583.58203125,
2024-02-05 00:00:00+00:00,170.30999755859375,42658.66796875,10.33824348449707
2024-02-06 00:00:00+00:00,169.14999389648438,43084.671875,10.766401290893555
2024-02-07 00:00:00+00:00,170.52999877929688,44318.22265625,11.417560577392578
2024-02-08 00:00:00+00:00,169.83999633789062,45301.56640625,11.444318771362305
2024-02-09 00:00:00+00:00,174.4499969482422,47147.19921875,11.31052017211914
2024-02-10 00:00:00+00:00,,47771.27734375,
2024-02-11 00:00:00+00:00,,48293.91796875,
2024-02-12 00:00:00+00:00,172.33999633789062,49958.22265625,11.578118324279785
2024-02-13 00:00:00+00:00,168.63999938964844,49742.44140625,11.31052017211914
2024-02-14 00:00:00+00:00,170.97999572753906,51826.6953125,11.203479766845703
2024-02-15 00:00:00+00:00,169.8000030517578,51938.5546875,11.469139099121094
2024-02-16 00:00:00+00:00,169.50999450683594,52160.203125,11.26760482788086
2024-02-17 00:00:00+00:00,,51662.99609375,
2024-02-18 00:00:00+00:00,,52122.546875,
2024-02-19 00:00:00+00:00,,51779.14453125,
2024-02-20 00:00:00+00:00,167.0800018310547,52284.875,11.2218017578125
2024-02-21 00:00:00+00:00,168.58999633789062,51839.1796875,11.1210355758667
2024-02-22 00:00:00+00:00,174.5800018310547,51304.97265625,11.102712631225586
2024-02-23 00:00:00+00:00,174.99000549316406,50731.94921875,11.1210355758667
2024-02-24 00:00:00+00:00,,51571.1015625,
2024-02-25 00:00:00+00:00,,51733.23828125,
2024-02-26 00:00:00+00:00,174.72999572753906,54522.40234375,10.946982383728027
2024-02-27 00:00:00+00:00,173.5399932861328,57085.37109375,10.99278450012207
2024-02-28 00:00:00+00:00,173.16000366210938,62504.7890625,11.26760482788086
2024-02-29 00:00:00+00:00,176.75999450683594,61198.3828125,11.395853996276855
2024-03-01 00:00:00+00:00,178.22000122070312,62440.6328125,11.405014991760254
2024-03-02 00:00:00+00:00,,62029.84765625,
2024-03-03 00:00:00+00:00,,63167.37109375,
2024-03-04 00:00:00+00:00,177.5800018310547,68330.4140625,11.670674324035645
2024-03-05 00:00:00+00:00,174.1199951171875,63801.19921875,11.524102210998535
2024-03-06 00:00:00+00:00,173.50999450683594,66106.8046875,11.340890884399414
2024-03-07 00:00:00+00:00,176.82000732421875,66925.484375,11.368371963500977
2024-03-08 00:00:00+00:00,175.35000610351562,68300.09375,11.15767765045166
2024-03-09 00:00:00+00:00,,68498.8828125,
2024-03-10 00:00:00+00:00,,69019.7890625,
2024-03-11 00:00:00+00:00,171.9600067138672,72123.90625,11.093550682067871
2024-03-12 00:00:00+00:00,175.38999938964844,71481.2890625,11.093550682067871
2024-03-13 00:00:00+00:00,176.55999755859375,73083.5,11.331729888916016
